"B11016_001E","B11016_001M","B11016_002E","B11016_002M","B11016_003E","B11016_003M","B11016_004E","B11016_004M","B11016_005E","B11016_005M","B11016_006E","B11016_006M","B11016_007E","B11016_007M","B11016_008E","B11016_008M","B11016_009E","B11016_009M","B11016_010E","B11016_010M","B11016_011E","B11016_011M","B11016_012E","B11016_012M","B11016_013E","B11016_013M","B11016_014E","B11016_014M","B11016_015E","B11016_015M","B11016_016E","B11016_016M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Family households:","Margin of Error!!Total:!!Family households:","Estimate!!Total:!!Family households:!!2-person household","Margin of Error!!Total:!!Family households:!!2-person household","Estimate!!Total:!!Family households:!!3-person household","Margin of Error!!Total:!!Family households:!!3-person household","Estimate!!Total:!!Family households:!!4-person household","Margin of Error!!Total:!!Family households:!!4-person household","Estimate!!Total:!!Family households:!!5-person household","Margin of Error!!Total:!!Family households:!!5-person household","Estimate!!Total:!!Family households:!!6-person household","Margin of Error!!Total:!!Family households:!!6-person household","Estimate!!Total:!!Family households:!!7-or-more person household","Margin of Error!!Total:!!Family households:!!7-or-more person household","Estimate!!Total:!!Nonfamily households:","Margin of Error!!Total:!!Nonfamily households:","Estimate!!Total:!!Nonfamily households:!!1-person household","Margin of Error!!Total:!!Nonfamily households:!!1-person household","Estimate!!Total:!!Nonfamily households:!!2-person household","Margin of Error!!Total:!!Nonfamily households:!!2-person household","Estimate!!Total:!!Nonfamily households:!!3-person household","Margin of Error!!Total:!!Nonfamily households:!!3-person household","Estimate!!Total:!!Nonfamily households:!!4-person household","Margin of Error!!Total:!!Nonfamily households:!!4-person household","Estimate!!Total:!!Nonfamily households:!!5-person household","Margin of Error!!Total:!!Nonfamily households:!!5-person household","Estimate!!Total:!!Nonfamily households:!!6-person household","Margin of Error!!Total:!!Nonfamily households:!!6-person household","Estimate!!Total:!!Nonfamily households:!!7-or-more person household","Margin of Error!!Total:!!Nonfamily households:!!7-or-more person household","id","Geographic Area Name"
"3435","124","1380","259","862","248","424","191","67","70","0","17","0","17","27","40","2055","258","1979","271","45","46","31","53","0","17","0","17","0","17","0","17","1400000US36047105801","Census Tract 1058.01, Kings County, New York"
"3167","151","1906","235","1138","232","343","171","226","118","120","105","79","100","0","17","1261","233","1208","236","53","85","0","17","0","17","0","17","0","17","0","17","1400000US36047105804","Census Tract 1058.04, Kings County, New York"
"1069","72","696","93","350","124","247","82","89","58","10","16","0","12","0","12","373","100","343","103","26","24","4","6","0","12","0","12","0","12","0","12","1400000US36047107000","Census Tract 1070, Kings County, New York"
"1965","94","1089","135","396","141","291","110","174","98","213","85","15","23","0","12","876","134","811","134","65","56","0","12","0","12","0","12","0","12","0","12","1400000US36047107800","Census Tract 1078, Kings County, New York"
"646","62","395","77","77","52","93","69","79","48","73","44","36","29","37","37","251","73","187","62","41","42","23","37","0","12","0","12","0","12","0","12","1400000US36047109800","Census Tract 1098, Kings County, New York"
"1746","122","952","163","361","112","234","92","128","74","113","67","73","60","43","33","794","161","733","150","50","47","0","12","0","12","11","18","0","12","0","12","1400000US36047110400","Census Tract 1104, Kings County, New York"
"1815","91","1055","162","460","127","318","127","85","58","135","87","10","18","47","57","760","157","748","159","12","19","0","12","0","12","0","12","0","12","0","12","1400000US36047110600","Census Tract 1106, Kings County, New York"
"1453","88","929","132","599","149","201","111","71","49","58","44","0","12","0","12","524","117","501","115","23","26","0","12","0","12","0","12","0","12","0","12","1400000US36047111000","Census Tract 1110, Kings County, New York"
"1095","84","824","90","224","94","228","118","159","89","134","77","65","65","14","23","271","53","271","53","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36047111600","Census Tract 1116, Kings County, New York"
"1218","101","940","146","289","103","201","120","275","114","133","81","13","21","29","33","278","110","250","112","28","27","0","12","0","12","0","12","0","12","0","12","1400000US36047111800","Census Tract 1118, Kings County, New York"
"1128","98","791","117","237","90","235","96","169","70","127","91","23","39","0","12","337","116","254","101","62","57","21","35","0","12","0","12","0","12","0","12","1400000US36047112000","Census Tract 1120, Kings County, New York"
"1240","111","826","156","391","145","213","96","125","75","56","52","41","47","0","12","414","155","345","145","52","59","0","12","17","27","0","12","0","12","0","12","1400000US36047112200","Census Tract 1122, Kings County, New York"
"1155","137","653","153","181","93","211","120","115","89","35","47","26","44","85","78","502","149","473","143","29","47","0","12","0","12","0","12","0","12","0","12","1400000US36047112400","Census Tract 1124, Kings County, New York"
"1468","93","657","136","277","115","170","87","41","59","105","86","15","23","49","45","811","156","740","167","63","56","8","14","0","12","0","12","0","12","0","12","1400000US36047112600","Census Tract 1126, Kings County, New York"
"1497","121","837","152","279","106","187","106","215","103","83","58","22","36","51","48","660","147","579","152","62","53","19","32","0","12","0","12","0","12","0","12","1400000US36047112800","Census Tract 1128, Kings County, New York"
"1549","134","752","169","219","105","262","111","131","88","56","45","30","47","54","49","797","173","624","147","146","99","27","43","0","12","0","12","0","12","0","12","1400000US36047113000","Census Tract 1130, Kings County, New York"
"624","60","455","78","86","45","159","56","65","41","94","64","16","19","35","35","169","81","160","78","9","15","0","12","0","12","0","12","0","12","0","12","1400000US36047113200","Census Tract 1132, Kings County, New York"
"905","62","601","84","183","64","216","71","108","57","69","51","15","17","10","17","304","84","304","84","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36047113400","Census Tract 1134, Kings County, New York"
"567","62","358","71","103","47","84","41","100","52","48","42","15","21","8","14","209","69","184","62","0","12","25","35","0","12","0","12","0","12","0","12","1400000US36047114201","Census Tract 1142.01, Kings County, New York"
"916","57","654","96","123","52","230","86","71","46","115","48","34","37","81","49","262","90","214","75","42","48","0","12","6","10","0","12","0","12","0","12","1400000US36047114202","Census Tract 1142.02, Kings County, New York"
"749","69","467","85","128","65","125","55","71","50","65","46","40","45","38","37","282","87","255","82","7","10","0","12","20","31","0","12","0","12","0","12","1400000US36047114400","Census Tract 1144, Kings County, New York"
"962","72","680","106","172","71","192","86","153","61","72","63","36","35","55","42","282","93","265","91","17","17","0","12","0","12","0","12","0","12","0","12","1400000US36047114600","Census Tract 1146, Kings County, New York"
"888","72","557","87","128","66","203","79","59","36","98","53","35","41","34","27","331","70","286","67","31","34","14","23","0","12","0","12","0","12","0","12","1400000US36047115000","Census Tract 1150, Kings County, New York"
"1057","80","661","109","119","78","159","69","235","109","76","54","61","42","11","18","396","102","317","91","42","48","29","45","0","12","0","12","8","13","0","12","1400000US36047115200","Census Tract 1152, Kings County, New York"
"1673","101","1049","152","490","155","262","117","164","80","75","59","30","31","28","38","624","157","624","157","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36047115600","Census Tract 1156, Kings County, New York"
"971","92","685","100","178","69","194","78","143","65","98","45","53","40","19","28","286","83","263","84","23","24","0","12","0","12","0","12","0","12","0","12","1400000US36047115800","Census Tract 1158, Kings County, New York"
"926","62","568","101","130","55","262","86","81","57","71","39","0","12","24","25","358","101","358","101","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36047116000","Census Tract 1160, Kings County, New York"
"814","63","554","85","159","58","139","68","136","71","51","37","31","30","38","36","260","90","223","94","9","14","13","20","15","23","0","12","0","12","0","12","1400000US36047116200","Census Tract 1162, Kings County, New York"
"1097","62","738","100","118","70","238","97","48","40","208","82","70","56","56","44","359","102","280","82","72","61","7","12","0","12","0","12","0","12","0","12","1400000US36047116400","Census Tract 1164, Kings County, New York"
"1017","73","807","98","204","80","279","86","156","59","108","57","9","15","51","42","210","74","195","74","9","13","0","12","6","10","0","12","0","12","0","12","1400000US36047116600","Census Tract 1166, Kings County, New York"
"646","60","494","68","132","69","110","52","142","65","84","68","0","12","26","29","152","66","140","65","12","19","0","12","0","12","0","12","0","12","0","12","1400000US36047116800","Census Tract 1168, Kings County, New York"
"487","58","374","77","43","42","72","54","124","64","43","40","40","42","52","31","113","66","107","65","6","9","0","12","0","12","0","12","0","12","0","12","1400000US36047117000","Census Tract 1170, Kings County, New York"
"795","63","632","71","140","61","57","35","249","69","113","48","40","40","33","28","163","65","143","61","20","24","0","12","0","12","0","12","0","12","0","12","1400000US36047117201","Census Tract 1172.01, Kings County, New York"
"1322","100","1014","145","285","119","421","141","171","93","97","52","12","19","28","32","308","108","259","103","32","37","8","14","9","15","0","12","0","12","0","12","1400000US36047117202","Census Tract 1172.02, Kings County, New York"
"1133","91","993","104","179","90","212","102","318","109","167","89","96","66","21","24","140","70","121","65","19","30","0","12","0","12","0","12","0","12","0","12","1400000US36047117400","Census Tract 1174, Kings County, New York"
"961","43","755","77","161","60","208","74","200","68","83","45","66","43","37","30","206","70","177","66","6","10","17","25","0","12","6","10","0","12","0","12","1400000US36047117601","Census Tract 1176.01, Kings County, New York"
"975","74","703","97","203","81","145","60","236","77","81","52","13","15","25","26","272","79","249","80","0","12","15","16","0","12","8","11","0","12","0","12","1400000US36047117602","Census Tract 1176.02, Kings County, New York"
"487","56","392","63","93","49","96","42","94","45","64","36","12","19","33","32","95","42","79","40","3","10","13","19","0","12","0","12","0","12","0","12","1400000US36047117800","Census Tract 1178, Kings County, New York"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36047118000","Census Tract 1180, Kings County, New York"
"927","75","703","85","145","63","254","72","152","58","88","57","48","35","16","16","224","72","190","71","18","27","0","12","16","25","0","12","0","12","0","12","1400000US36047118201","Census Tract 1182.01, Kings County, New York"
"922","81","799","90","99","57","239","87","224","94","170","77","39","35","28","28","123","67","116","63","7","10","0","12","0","12","0","12","0","12","0","12","1400000US36047118202","Census Tract 1182.02, Kings County, New York"
"1544","124","1188","128","200","94","392","123","225","95","252","97","45","52","74","51","356","119","199","85","103","74","37","44","17","25","0","17","0","17","0","17","1400000US36047118400","Census Tract 1184, Kings County, New York"
"809","72","681","78","185","60","218","67","43","36","111","60","47","35","77","37","128","52","104","46","24","26","0","12","0","12","0","12","0","12","0","12","1400000US36047118600","Census Tract 1186, Kings County, New York"
"1362","90","964","133","242","115","211","98","132","77","182","85","148","85","49","40","398","136","324","116","23","28","35","55","16","26","0","12","0","12","0","12","1400000US36047118800","Census Tract 1188, Kings County, New York"
"688","48","474","68","80","44","140","58","103","56","68","43","60","26","23","19","214","69","150","67","18","20","35","38","11","17","0","12","0","12","0","12","1400000US36047119000","Census Tract 1190, Kings County, New York"
"1120","104","699","144","214","93","155","76","171","90","105","74","20","33","34","30","421","121","322","112","99","80","0","12","0","12","0","12","0","12","0","12","1400000US36047119200","Census Tract 1192, Kings County, New York"
"1338","127","1048","138","262","117","235","106","152","88","165","78","81","73","153","83","290","112","220","99","22","35","0","12","48","50","0","12","0","12","0","12","1400000US36047119400","Census Tract 1194, Kings County, New York"
"1813","117","1152","153","445","133","145","81","265","107","150","92","85","48","62","55","661","146","566","136","28","24","16","24","18","27","33","51","0","12","0","12","1400000US36047119600","Census Tract 1196, Kings County, New York"
"1105","89","725","139","176","77","176","98","91","56","141","82","114","68","27","41","380","117","343","119","29","34","0","12","8","16","0","12","0","12","0","12","1400000US36047119800","Census Tract 1198, Kings County, New York"
"777","65","487","76","120","57","111","57","48","31","88","62","54","41","66","36","290","81","263","80","21","18","6","9","0","12","0","12","0","12","0","12","1400000US36047120000","Census Tract 1200, Kings County, New York"
"585","38","394","74","10","18","134","73","71","60","107","48","26","29","46","40","191","70","184","69","7","11","0","12","0","12","0","12","0","12","0","12","1400000US36047120200","Census Tract 1202, Kings County, New York"
"3581","164","2192","304","646","246","522","205","339","148","410","179","85","71","190","109","1389","287","1372","285","17","26","0","19","0","19","0","19","0","19","0","19","1400000US36047120800","Census Tract 1208, Kings County, New York"
"1558","68","1021","129","288","138","353","125","157","93","180","79","15","28","28","31","537","124","518","125","19","31","0","12","0","12","0","12","0","12","0","12","1400000US36047121000","Census Tract 1210, Kings County, New York"
"1710","27","1216","92","359","108","477","122","127","61","184","89","23","27","46","56","494","89","484","88","10","15","0","12","0","12","0","12","0","12","0","12","1400000US36047121400","Census Tract 1214, Kings County, New York"
